assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,CCCCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[I-],CHEMBL55606,=,=,Ki,nM,0.14,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.14
B,CCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],CHEMBL3612356,=,=,IC50,nM,90.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.09
B,CCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[Br-],CHEMBL3612357,=,=,IC50,nM,300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.3
B,CCCCCCCCCC[n+]1cccc([C@@H]2CCCN2C)c1.[I-],CHEMBL56296,=,=,IC50,nM,200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.2
B,CN1CCC[C@H]1c1ccc[n+](CCCCCNCC2CCc3ccc(O)cc3O2)c1.[Br-],CHEMBL3612358,=,=,IC50,nM,200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.2
B,CN1CCC[C@H]1c1ccc[n+](CCCCCCNCC2CCc3ccc(O)cc3O2)c1.[Br-],CHEMBL3612359,=,=,IC50,nM,800.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.8
B,CN1CCC[C@H]1c1ccc[n+](CCCCCCCCCCNCC2CCc3ccc(O)cc3O2)c1.[Br-],CHEMBL3612360,=,=,IC50,nM,100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.1
B,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,CHEMBL122270,=,=,Ki,nM,5.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,0.005
B,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,CHEMBL122270,=,=,Ki,nM,5.012,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pKi,,8.3
B,Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)cn1,CHEMBL298517,=,=,Ki,nM,0.045,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.045
B,COc1cccc(-c2cn([C@H]3CN4CCC3CC4)nn2)c1,CHEMBL3746146,=,=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,1.0
B,c1cc2cc(-c3cn([C@H]4CN5CCC4CC5)nn3)ccc2o1,CHEMBL3747344,=,=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,1.0
B,c1cc2cc(-c3cn(C4CN5CCC4CC5)nn3)ccc2[nH]1,CHEMBL3746799,=,=,Ki,nM,750.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,0.75
B,COCC[C@H]1C[C@@H]1c1cncc(N2CCCNCC2)c1,CHEMBL3948977,=,=,IC50,nM,16.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,16.0
B,COCC[C@H]1C[C@@H]1c1cncc(N2CCCN(C)CC2)c1,CHEMBL3889475,>,>,IC50,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,1000.0
B,COCC[C@H]1C[C@@H]1c1cncc(N2C[C@@H]3C[C@H]2CN3)c1,CHEMBL3926480,=,=,IC50,nM,169.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,169.0
B,COCC[C@@H]1C[C@H]1c1cncc(N2CCCNCC2)c1,CHEMBL3898434,=,=,IC50,nM,15.7,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,15.7
B,COCC[C@@H]1C[C@H]1c1cncc(N2C[C@@H]3C[C@H]2CN3)c1,CHEMBL3899499,>,>,IC50,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,1000.0
B,OCCc1cc(-c2cncc(N3CCCNCC3)c2)on1,CHEMBL3970672,=,=,IC50,nM,50.8,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,50.8
B,CN1CCCN(c2cncc(-c3cc(CCO)no3)c2)CC1,CHEMBL3908556,>,>,IC50,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,1000.0
B,COCC[C@H]1C[C@@H]1c1cncc(N2CCCNCC2)c1,CHEMBL3948977,=,=,IC50,nM,15.85,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.8
B,COCC[C@H]1C[C@@H]1c1cncc(N2CCCN(C)CC2)c1,CHEMBL3889475,<,>,IC50,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.0
B,COCC[C@@H]1C[C@H]1c1cncc(N2CCCNCC2)c1,CHEMBL3898434,=,=,IC50,nM,15.85,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.8
B,COCC[C@@H]1C[C@H]1c1cncc(N2C[C@@H]3C[C@H]2CN3)c1,CHEMBL3899499,<,>,IC50,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.0
B,OCCc1cc(-c2cncc(N3CCCNCC3)c2)on1,CHEMBL3970672,=,=,IC50,nM,51.29,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.29
B,CN1CCCN(c2cncc(-c3cc(CCO)no3)c2)CC1,CHEMBL3908556,<,>,IC50,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.0
B,Fc1ncc(C2CC3CCC2N3)cc1-c1ccccc1,CHEMBL58935,=,=,Ki,nM,0.24,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.24
B,Fc1ncc(C2CC3CCC2N3)cc1-c1ccccc1,CHEMBL58935,=,=,Ki,nM,0.24,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.24
B,Fc1ncc(C2CC3CCC2N3)cc1-c1ccccc1,CHEMBL58935,=,=,Ki,nM,0.26,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.26
B,Fc1ncc(C2CC3CCC2N3)cc1-c1cccc(Cl)c1,CHEMBL185061,=,=,Ki,nM,0.073,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.073
B,O=[N+]([O-])c1cccc(-c2cc(C3CC4CCC3N4)cnc2F)c1,CHEMBL185591,=,=,Ki,nM,0.53,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.53
B,O=[N+]([O-])c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL361465,=,=,Ki,nM,0.009,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.009
B,O=[N+]([O-])c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL361465,=,=,Ki,nM,0.021,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.021
B,O=[N+]([O-])c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL361465,=,=,Ki,nM,0.022,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.022
B,Fc1ncc(C2CC3CCC2N3)cc1-c1ccc(C(F)(F)F)cc1,CHEMBL2164663,=,=,Ki,nM,0.44,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.44
B,CS(=O)(=O)c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL2164664,=,=,Ki,nM,0.17,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.17
B,CS(=O)(=O)c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL2164664,=,=,Ki,nM,0.08,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.08
B,CS(=O)(=O)c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL2164664,=,=,Ki,nM,0.082,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.082
B,N#Cc1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL372638,=,=,Ki,nM,0.19,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.19
B,NC(=O)c1cccc(-c2cc(C3CC4CCC3N4)cnc2F)c1,CHEMBL3963157,=,=,Ki,nM,0.36,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.36
B,NC(=O)c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL2164667,=,=,Ki,nM,0.12,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.12
B,O=S(=O)(c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1)C(F)(F)F,CHEMBL2164666,=,=,Ki,nM,0.03,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.03
B,NS(=O)(=O)c1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,CHEMBL2164665,=,=,Ki,nM,0.94,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.94
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,10.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,10.0
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.12,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.12
B,OCCCCC#Cc1cncc(OC[C@@H]2CCN2)c1,CHEMBL2024096,=,=,Ki,nM,0.062,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.062
B,CCCCC#Cc1cnc(C)c(OC[C@H]2CCN2)c1,CHEMBL2323565,=,=,Ki,nM,740.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,740.0
B,CCCCC#Cc1cnc(C)c(OC[C@@H]2CCN2)c1,CHEMBL2323566,=,=,Ki,nM,12.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,12.0
B,CCCCC#Cc1cnc(C)c(OC[C@H]2CCCN2)c1,CHEMBL2323567,=,=,Ki,nM,9900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9900.0
B,CCCCC#Cc1cnc(C)c(OC[C@@H]2CCCN2)c1,CHEMBL2323568,=,=,Ki,nM,73.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,73.0
B,Cc1ncc(C#CC2CC2)cc1OC[C@@H]1CCN1,CHEMBL2323569,=,=,Ki,nM,9.6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.6
B,Cc1ncc(C#CCCCCO)cc1OC[C@@H]1CCN1,CHEMBL2323570,=,=,Ki,nM,4.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,4.3
B,Cc1ncc(C#CCCCCF)cc1OC[C@@H]1CCN1,CHEMBL2323571,=,=,Ki,nM,5.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,5.1
B,Cc1ncc(C#CCCCCCl)cc1OC[C@@H]1CCN1,CHEMBL2323572,=,=,Ki,nM,5.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,5.3
B,CCCCC#Cc1cnc(C(F)(F)F)c(OC[C@@H]2CCN2)c1,CHEMBL2323573,>,>,Ki,nM,100000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,100000.0
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,370.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,370.0
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,IC50,nM,94.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,94.0
B,OCCCCC#Cc1cncc(OC[C@@H]2CCN2)c1,CHEMBL2024096,=,=,IC50,nM,12.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,12.0
B,CCCCC#Cc1cnc(C)c(OC[C@@H]2CCN2)c1,CHEMBL2323566,=,=,IC50,nM,180.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,180.0
B,CCCCC#Cc1cnc(C)c(OC[C@@H]2CCCN2)c1,CHEMBL2323568,=,=,IC50,nM,1600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,1600.0
B,Cc1ncc(C#CC2CC2)cc1OC[C@@H]1CCN1,CHEMBL2323569,=,=,IC50,nM,110.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,110.0
B,Cc1ncc(C#CCCCCO)cc1OC[C@@H]1CCN1,CHEMBL2323570,=,=,IC50,nM,51.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,51.0
B,Cc1ncc(C#CCCCCF)cc1OC[C@@H]1CCN1,CHEMBL2323571,=,=,IC50,nM,130.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,130.0
B,Cc1ncc(C#CCCCCCl)cc1OC[C@@H]1CCN1,CHEMBL2323572,=,=,IC50,nM,260.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,260.0
B,Cc1ncc(C#CC2CC2)cc1OC[C@@H]1CCN1,CHEMBL2323569,=,=,Ki,nM,9.6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.6
B,Cc1ncc(C#CCCCCO)cc1OC[C@@H]1CCN1,CHEMBL2323570,=,=,Ki,nM,4.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,4.3
B,Cc1ncc(C#CCCCCF)cc1OC[C@@H]1CCN1,CHEMBL2323571,=,=,Ki,nM,4.2,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,4.2
B,Cc1ncc(C#CCCCCCl)cc1OC[C@@H]1CCN1,CHEMBL2323572,=,=,Ki,nM,4.7,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,4.7
B,OCCCCC#Cc1cncc(OC[C@@H]2CCN2)c1,CHEMBL2024096,=,=,IC50,nM,7.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,7.5
B,CCCCC#Cc1cnc(C)c(OC[C@@H]2CCN2)c1,CHEMBL2323566,=,=,IC50,nM,18.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,18.0
B,Cc1ncc(C#CC2CC2)cc1OC[C@@H]1CCN1,CHEMBL2323569,=,=,IC50,nM,11.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,11.0
B,Cc1ncc(C#CCCCCO)cc1OC[C@@H]1CCN1,CHEMBL2323570,=,=,IC50,nM,42.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,42.0
B,Cc1ncc(C#CCCCCF)cc1OC[C@@H]1CCN1,CHEMBL2323571,=,=,IC50,nM,140.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,140.0
B,Cc1ncc(C#CCCCCCl)cc1OC[C@@H]1CCN1,CHEMBL2323572,=,=,IC50,nM,270.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,270.0
B,CC[S+]1CCN(c2ccccc2)CC1.O=S(=O)([O-])C(F)(F)F,CHEMBL4061049,=,=,IC50,nM,51000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,51.0
B,C[N+](C)(C)CCc1ccc2c(c1)OCC2.O=C[O-],CHEMBL4060823,=,=,Ki,nM,9700.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,9.7
B,c1cncc(COCC2CCNC2)c1,CHEMBL4099673,=,=,Ki,nM,200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,200.0
B,c1cncc(COC2CCCNC2)c1,CHEMBL4083241,=,=,Ki,nM,1.6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.6
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,1.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.5
B,CN1CCC[C@H]1[C@@H]1COc2ccccc2O1,CHEMBL1186866,=,=,IC50,nM,5360.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,5.36
B,COc1cc2c(cc1OC)[C@]13C[C@@H](OC)C=CC1=CCN3CC2,CHEMBL442947,=,=,Ki,nM,600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,0.6
B,COc1cc2c(cc1O)CCN1CC=C3C=C[C@H](OC)C[C@]321,CHEMBL446533,=,=,Ki,nM,50.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,0.05
B,Clc1ccc(N2CC3CC2CN3)cn1,CHEMBL245243,=,=,Ki,nM,0.018,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.018
B,c1cncc(N2C[C@@H]3C[C@H]2CN3)c1,CHEMBL4160595,=,=,Ki,nM,0.15,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.15
B,c1cncc(N2C[C@H]3C[C@@H]2CN3)c1,CHEMBL4168511,=,=,Ki,nM,0.02,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.02
B,Clc1ccc(N2CC3CCC(C2)N3)nn1,CHEMBL129801,=,=,Ki,nM,4.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,4.1
B,c1cncc(N2CC3CCC(C2)N3)c1,CHEMBL4169986,=,=,Ki,nM,0.4,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.4
B,Clc1ccc(N2CC3CCC(C2)N3)cn1,CHEMBL4177192,=,=,Ki,nM,0.95,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.95
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,0.045,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.045
B,C[C@H]1[C@H]2C(=O)N(C)c3ccncc3[C@H]2CN1S(=O)(=O)c1ccc2c(c1)OCO2,CHEMBL4070615,>,>,IC50,nM,25000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,25.0
B,CC1(C)CCC[C@]2(C)[C@H]3C(=O)OCC3=CC[C@@H]12,CHEMBL457165,=,=,IC50,nM,970.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.97
B,CC1(C)CCC[C@]2(C)[C@H]3COC(=O)C3=CC[C@@H]12,CHEMBL218666,=,=,IC50,nM,1570.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,1.57
B,CC1(C)CCC[C@]2(C)[C@@H](C=O)C(C=O)=CC[C@@H]12,CHEMBL254550,=,=,IC50,nM,62500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,62.5
B,Clc1ccc(C2CC3CCC2N3)cn1,CHEMBL6623,=,=,Ki,nM,0.033,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.033
B,CN1CCC[C@H]1c1ccccc1,CHEMBL1199383,=,=,Ki,nM,7.9,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,7.9
B,Clc1ccc2c(n1)O[C@@]13CC[C@@H]1NC[C@@H]23,CHEMBL1086654,=,=,Ki,nM,12.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,12.0
B,Clc1ccc2c(n1)O[C@]13CC[C@H]1NC[C@H]23,CHEMBL4290888,=,=,Ki,nM,0.27,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.27
B,Clc1ccc2c(n1)OC13CCC1NCC23,CHEMBL4283703,=,=,Ki,nM,0.35,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.35
B,CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1.[I-],CHEMBL1257065,>,>,Ki,nM,3000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,3.0
B,CC[N+](CC)(CC)CCCCOc1ccc(/C=C/c2ccccc2)cc1.[I-],CHEMBL4291079,>,>,Ki,nM,3000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,3.0
B,CC[N+](CC)(CC)CCCCCCOc1ccc(/C=C/c2ccccc2)cc1.[I-],CHEMBL4293646,>,>,Ki,nM,3000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,3.0
B,CC[N+](CC)(CC)CCCCCCCCOc1ccc(/C=C/c2ccccc2)cc1.[I-],CHEMBL4285772,>,>,Ki,nM,3000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,3.0
B,C(=C/c1ccc(OCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1)\c1ccccc1.[I-],CHEMBL4284717,>,>,Ki,nM,3000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,3.0
B,C(=C/c1ccc(OCCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1)\c1ccccc1.[I-],CHEMBL4280206,>,>,Ki,nM,3000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,3.0
B,CC1(C)N[C@@H]2Cc3c([nH]c4ccccc34)[C@]3(C)CC[C@H]1C[C@H]23,CHEMBL4463817,=,=,IC50,nM,3400.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,3.4
B,CC1=CC[C@@H]2C[C@H]1[C@@H](c1ccnc3ccccc13)NC2(C)C,CHEMBL4461511,=,=,IC50,nM,6700.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,6.7
B,CC1(C)[C@@H]2C[C@@H]3[C@H]4C[C@@]5(Nc6ccccc6[C@@H]5N41)[C@]3(C)CC2=O,CHEMBL4474412,=,=,IC50,nM,145000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,145.0
B,COc1ccccc1CN1CCN(CCCCCOc2cccc3[nH]c4ccccc4c23)CC1,CHEMBL4591636,=,=,Ki,nM,35300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,35.3
B,FCc1ccc(-c2ccc(-c3cn([C@H]4CN5CCC4CC5)nn3)s2)cc1,CHEMBL4471476,>,>,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,10'-6M,1.0
B,Fc1ccc(-c2ccc(-c3cn([C@H]4CN5CCC4CC5)nn3)s2)cn1,CHEMBL4458163,>,>,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,10'-6M,1.0
B,c1cc(-c2ccc(-c3cn([C@H]4CN5CCC4CC5)nn3)s2)ccc1CN1CCCCC1,CHEMBL4533685,=,=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,10'-6M,1.0
B,CCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCCNCCCCNCCCN,CHEMBL16117,=,=,IC50,nM,80.2,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,80.2
B,CCCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCNCCCCNCCCN,CHEMBL425006,=,=,IC50,nM,27.8,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,27.8
B,CCCC(=O)N[C@@H](CCc1ccccc1)C(=O)NCCCNCCCCNCCCN,CHEMBL371789,=,=,IC50,nM,20.8,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,20.8
B,CCCC(=O)N[C@@H](CC1CCCCC1)C(=O)NCCCNCCCCNCCCN,CHEMBL1270621,=,=,IC50,nM,2.58,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,2.58
B,NCCCNCCCCNCCCNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)C1CCCCC1,CHEMBL4556075,=,=,IC50,nM,36.6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,36.6
B,NCCCNCCCCNCCCNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)C1CCCC1,CHEMBL4585225,=,=,IC50,nM,22.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,22.5
B,CCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCCNC[C@@H]1C[C@H]1CNCCCN,CHEMBL4531333,=,=,IC50,nM,44.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,44.3
B,CCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCCNC[C@H]1C[C@H]1CNCCCN,CHEMBL4518954,=,=,IC50,nM,47.4,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,47.4
B,NCCCNCCCCNCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)C1CC1,CHEMBL1270718,=,=,IC50,nM,112.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,112.0
B,NCCCNCCCCNCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)C1CCC1,CHEMBL4559471,=,=,IC50,nM,20.8,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,20.8
B,NCCCNCCCCNCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)C1CCCC1,CHEMBL4463134,=,=,IC50,nM,5.43,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,5.43
B,NCCCNCCCCNCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)C1CCCCC1,CHEMBL1270719,=,=,IC50,nM,31.4,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,31.4
B,NCCCNCCCCNCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)C1CCCCCC1,CHEMBL4443845,=,=,IC50,nM,28.2,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,28.2
